Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,churn,prediction,proba
Existing Customer,71.31906840732901,F,3,Unknown,Married,$40K - $60K,Blue,39,3,5,2,2827.495845421097,1912,2943.0,0.606,5909.031088067763,53.0,0.763,0.394,0,0,0.27773508651248907
Existing Customer,70.9730604473341,F,0,Uneducated,Single,Less than $40K,Blue,36,3,8,1,,0,1829.0,0.576,1372.3462943662305,20.0,0.548,0.0,0,1,0.5372333476684474
Existing Customer,60.51609158352649,M,3,Graduate,Single,$60K - $80K,Blue,44,4,6,4,,2310,1013.0,0.749,768.4852644871778,15.0,0.808,0.695,0,1,0.928841496038772
Existing Customer,32.63796509380297,M,0,College,Divorced,Unknown,Blue,15,6,9,2,1722.5401980694314,1720,1387.0,0.661,686.8290007127362,27.0,0.69,0.554,0,1,0.6263984599773548
Attrited Customer,52.54776263305273,F,3,Unknown_Education,Single,Less than $40K,Blue,33,3,7,1,1391.2409773487072,1771,857.0,0.788,1738.2141051331394,29.0,0.6,0.674,1,0,0.09955141803368214
Existing Customer,52.40042238161495,M,3,Unknown_Education,Divorced,$60K - $80K,Blue,35,5,6,1,2015.6089826742427,1331,4912.0,0.8,1637.247490948729,29.0,1.036,0.213,0,0,0.0023613624446366297
Existing Customer,64.62175779250246,M,3,Uneducated,Single,$40K - $60K,Blue,19,3,6,4,679.1489598013109,1185,1001.0,0.998,558.0677855267126,34.0,0.861,0.542,0,1,0.9397194890692173
Attrited Customer,44.23060584331718,F,0,Unknown_Education,Single,Less than $40K,Blue,20,3,6,4,,1109,1003.0,0.693,2237.7665779371555,31.0,0.733,0.525,1,1,0.7074599281696853
Existing Customer,67.66406507832129,F,1,Graduate,Single,Less than $40K,Silver,47,6,7,4,,0,12873.0,1.005,1261.640647306567,34.0,0.842,0.0,0,0,0.14945889717328692
Attrited Customer,71.39718245985406,F,4,Unknown,Married,,Blue,36,1,8,5,,0,2143.0,0.853,533.2786917787224,13.0,0.333,0.0,1,1,0.9999168057680442
Attrited Customer,59.044565663703935,F,2,Uneducated,Married,,Blue,32,2,8,3,2813.7687241476133,1713,4164.0,0.791,6482.11366347178,39.0,0.978,0.291,1,1,0.5148416352841727
Attrited Customer,67.53480454542336,F,3,Uneducated,Married,Less than $40K,Blue,36,4,7,2,1488.9847726033531,2417,1807.0,0.522,410.8624879136296,10.0,1.071,0.572,1,1,0.7741842448500486
Existing Customer,58.35194437887975,F,5,High School,Divorced,Less than $40K,Blue,36,5,7,3,,1288,781.0,0.81,1465.2039199718572,35.0,0.64,0.623,0,0,0.016017333355978495
Existing Customer,67.02405935405694,F,5,Unknown,Married,,Blue,42,1,8,1,551.2157817381151,822,956.0,0.68,1600.7407283003065,24.0,0.667,0.462,0,0,0.20788407692205393
Existing Customer,59.50388601988672,M,2,High School,Unknown,$60K - $80K,Blue,33,4,5,2,782.9381718328109,1399,1059.0,0.739,638.7208799343737,23.0,1.222,0.569,0,1,0.6095223247873377
Existing Customer,78.9209112828957,F,0,Graduate,Single,Less than $40K,Blue,54,3,6,2,,689,4888.0,0.985,1466.4119159207182,26.0,1.121,0.124,0,0,0.03586288531439272
Attrited Customer,45.62008084173424,F,2,Doctorate,Single,Less than $40K,Blue,28,3,6,2,669.4956608507439,0,1438.3,0.892,729.5665922485477,36.0,0.896,0.0,1,1,0.9913209271158413
Attrited Customer,63.19802181360437,M,3,High School,Unknown,$40K - $60K,Blue,38,4,5,3,998.313545083888,1783,1268.0,0.732,1196.516299433531,31.0,0.725,0.584,1,0,0.019872374559819536
Existing Customer,46.31133230598847,M,2,High School,Single,$120K +,Blue,36,4,8,3,14092.40622401384,1250,26139.0,0.641,1144.6033925786703,34.0,0.463,0.046,0,0,0.11473064532196543
Attrited Customer,45.88955574018046,M,3,Post-Graduate,Single,$80K - $120K,Blue,30,4,5,2,6598.108378924292,2517,15373.0,0.983,2128.449369733023,44.0,0.8,0.141,1,0,0.19961756378490636
Attrited Customer,56.35499362200969,F,2,College,Married,$40K - $60K,Blue,28,6,5,1,772.1518732382477,0,1820.0,0.658,2052.754120135076,25.0,0.811,0.0,1,0,0.16477725411641278
Attrited Customer,43.84276616723519,F,3,Unknown,Single,,Blue,29,4,8,3,620.1632229520972,0,1438.3,0.748,1069.75782149238,33.0,0.75,0.0,1,1,0.739732218015459
Existing Customer,58.89041356725277,F,2,High School,Married,$40K - $60K,Blue,31,4,6,4,905.8442100124014,1091,502.0,0.87,1122.6173572441835,31.0,0.718,0.685,0,0,0.025432692715648474
Attrited Customer,74.82904682291125,F,2,Unknown,Single,$40K - $60K,Blue,36,3,6,2,876.1575458504706,0,2762.0,0.684,552.7045175372481,23.0,0.419,0.0,1,1,0.9993471634309987
Existing Customer,46.69990652976467,F,3,Graduate,Married,Less than $40K,Blue,36,4,5,4,1217.6294939711045,2217,179.0,0.978,1104.068646489094,24.0,0.721,0.925,0,0,0.20494772051535645
Attrited Customer,59.51363385085869,F,3,Unknown_Education,Married,Less than $40K,Blue,35,3,8,2,1100.6140845103628,0,1855.0,0.988,763.7521648630791,16.0,0.929,0.0,1,1,0.993479902721506
Existing Customer,46.53796015992934,F,3,High School,Married,$40K - $60K,Blue,31,5,7,3,500.5913380802676,1038,548.0,0.973,418.9052489683756,9.0,0.714,0.654,0,1,0.9217817131464627
Existing Customer,68.19277624328863,F,2,Unknown,Married,,Blue,44,3,8,4,1532.1060872806463,0,3519.0,0.548,728.9574326835824,17.0,0.65,0.0,0,1,0.9983978089475487
Attrited Customer,64.03088368213419,F,2,Unknown_Education,Married,$40K - $60K,Blue,37,6,8,1,1518.2120808600716,1904,1696.0,0.72,1366.220197675567,35.0,0.531,0.529,1,0,0.011746362204867083
Existing Customer,45.17656508393448,M,2,College,Married,$40K - $60K,Gold,23,1,7,3,7244.565431645182,0,23981.0,0.827,7005.8615677000025,39.0,0.875,0.0,0,1,0.9916956697001065
Attrited Customer,66.21920202860386,F,1,College,Married,Less than $40K,Blue,36,1,7,3,560.835528211943,964,701.0,1.049,2146.8369851242987,28.0,0.923,0.579,1,0,0.21820072687375464
Attrited Customer,71.30991028668389,M,1,College,Single,$40K - $60K,Blue,51,4,8,2,2083.9986371131886,1002,4040.0,1.108,788.819555735733,26.0,0.632,0.199,1,1,0.8257336318378037
Existing Customer,61.95559654159744,M,3,Unknown,Single,$60K - $80K,Blue,42,6,7,2,9941.998559048883,1700,21238.0,0.636,796.7840735846652,27.0,0.5,0.074,0,1,0.9202041540963868
Attrited Customer,43.64787442795378,F,3,Graduate,Married,Less than $40K,Blue,36,2,7,3,,2517,2988.0,0.729,1029.9191860399078,16.0,0.448,0.457,1,1,0.9890627051989954
Attrited Customer,61.75032033200483,F,3,Graduate,Unknown,,Blue,46,2,5,2,1186.7627344538334,1550,1241.0,0.672,1767.1869520029516,46.0,0.66,0.555,1,1,0.6644411646679669
Attrited Customer,42.12603865765419,M,4,Unknown_Education,Married,$80K - $120K,Blue,31,1,7,6,11795.577982516596,0,23502.0,0.839,2862.1680794908884,28.0,0.875,0.0,1,1,0.999687818214836
Attrited Customer,57.389658525304455,M,4,Unknown,Single,Less than $40K,Blue,36,5,8,3,737.6926900519366,1549,414.0,0.778,865.4236011230719,31.0,0.596,0.789,1,1,0.9746355119200514
Attrited Customer,68.69999427614152,M,2,High School,Single,$80K - $120K,Blue,36,3,7,2,6845.983427422585,0,18022.0,0.823,6046.741520406907,36.0,0.738,0.0,1,1,0.9956064738472166
Existing Customer,62.54555605087086,M,3,Unknown_Education,Single,$80K - $120K,Blue,35,1,6,1,9014.319017689331,2389,16611.0,0.81,2315.337151618899,28.0,0.721,0.126,0,1,0.9926991293000764
Existing Customer,55.8720053908992,M,4,College,Married,$80K - $120K,Blue,31,4,8,3,13115.82943456462,1659,30319.0,0.556,860.4978229936302,16.0,1.217,0.052,0,1,0.6253494387736619
Attrited Customer,51.84815797822951,F,4,High School,Single,Less than $40K,Blue,38,1,4,1,672.8557750834553,0,1820.0,0.708,2210.490088975004,42.0,0.596,0.0,1,1,0.9279672054829481
Attrited Customer,66.22831716367969,F,1,Unknown_Education,Single,Less than $40K,Blue,43,3,7,2,1420.2190723668134,0,2846.0,0.747,518.7317699030385,20.0,0.419,0.0,1,1,0.9993626671274557
Attrited Customer,66.29363035624867,M,1,College,Single,$120K +,Blue,37,6,7,3,3335.551996121991,2517,6573.0,0.661,549.3876935608695,15.0,0.72,0.277,1,1,0.978712648191713
Existing Customer,83.99024664178039,M,1,Unknown_Education,Married,$40K - $60K,Blue,36,5,8,2,1801.661862880008,1571,2988.0,1.441,384.67821476920346,13.0,0.842,0.345,0,0,0.16593970488553805
Attrited Customer,61.8863343911577,F,1,Graduate,Married,Less than $40K,Blue,39,5,6,2,534.6535710708638,0,1438.3,0.885,560.02858779694,14.0,0.296,0.0,1,1,0.9980644720714903
Existing Customer,63.1623090758919,M,3,High School,Married,$60K - $80K,Blue,37,3,6,3,6235.266503472782,2517,12034.0,0.92,539.1479636275744,14.0,0.591,0.173,0,1,0.9958846346610036
Existing Customer,41.64050060218501,F,3,Uneducated,Divorced,Less than $40K,Blue,36,5,7,0,1007.3654604915066,2216,481.0,0.681,1180.9470613539618,34.0,0.786,0.822,0,0,0.0039444096227788834
Attrited Customer,75.44821706128761,M,0,Unknown_Education,Married,$40K - $60K,Blue,53,5,7,2,2822.8116599389346,1434,4127.0,1.423,635.6937541175556,13.0,0.826,0.258,1,0,0.2230984629365962
Existing Customer,59.24650358568474,M,2,Post-Graduate,Single,$60K - $80K,Blue,41,3,9,2,,0,10077.0,0.639,435.0716811139861,28.0,0.576,0.0,0,1,0.9979135569016349
Attrited Customer,45.82609224314674,F,4,Unknown_Education,Married,,Blue,31,4,6,3,601.5060225421112,1292,596.0,0.772,653.1677707997773,15.0,1.357,0.684,1,1,0.7517386940557736
Attrited Customer,58.52786170303565,M,4,Graduate,Married,$120K +,Blue,24,3,7,3,1176.3049219972388,1783,1320.0,0.479,1998.4777309820945,38.0,0.643,0.575,1,0,0.46340055906183175
Attrited Customer,37.83853937444695,F,2,Unknown_Education,Single,Less than $40K,Blue,13,5,4,2,836.4366504999391,0,1438.3,0.946,1151.1326461882586,32.0,0.763,0.0,1,1,0.634977360990529
Attrited Customer,66.59233101837683,M,0,College,Divorced,Less than $40K,Blue,42,5,9,2,5322.907085612768,1968,7738.0,1.022,996.644478074474,30.0,0.706,0.203,1,0,0.06671495260924803
Existing Customer,60.684200238495855,M,2,Graduate,Married,$40K - $60K,Blue,40,4,7,2,3010.5054588638486,1243,4192.0,0.749,6788.865384556009,50.0,0.671,0.229,0,0,0.2464732642924698
Attrited Customer,74.6280474536061,F,1,Graduate,Single,Less than $40K,Blue,32,3,5,3,2080.815273588048,2320,3607.0,0.544,674.5487018187542,23.0,0.643,0.391,1,1,0.9792039452581596
Attrited Customer,39.7905874170504,M,0,Graduate,Married,Less than $40K,Blue,36,5,8,4,5228.4992416061,0,9916.0,0.793,1605.28141431851,32.0,0.667,0.0,1,0,0.06005309816618313
Attrited Customer,68.17559238666381,M,3,Post-Graduate,Unknown,$120K +,Blue,40,3,5,4,8917.596341784914,1305,14326.0,0.668,1299.9743082780387,24.0,0.914,0.083,1,0,0.021094739798383024
Attrited Customer,58.58250220425787,M,4,Unknown,Single,$80K - $120K,Blue,36,3,7,3,13597.482695552688,1717,31121.0,0.995,948.9914931027022,13.0,0.4,0.052,1,1,0.8641863152805198
Attrited Customer,68.56681995091783,M,2,High School,Single,$40K - $60K,Blue,40,2,11,4,998.0345342378312,651,1730.0,0.592,519.8136422053266,26.0,0.586,0.273,1,1,0.9996424844662823
Attrited Customer,44.10015142805194,F,3,Unknown_Education,Single,Less than $40K,Blue,36,5,9,1,739.2674786367324,0,1516.0,0.737,1111.2221562208915,17.0,0.385,0.0,1,1,0.8786179566409383
Attrited Customer,58.16018825262746,F,3,High School,Single,$40K - $60K,Blue,35,4,6,3,1271.5865237818416,1044,1253.0,0.591,779.9421301654463,32.0,0.711,0.455,1,1,0.9391678948989709
Attrited Customer,58.469372886141024,F,3,Unknown_Education,Unknown,Less than $40K,Blue,41,5,6,2,1947.3369652281904,0,4710.0,0.717,906.4799042785264,24.0,0.955,0.0,1,1,0.9328412815483664
Existing Customer,57.70419450657788,M,4,High School,Divorced,$80K - $120K,Blue,39,5,8,4,7056.429761860311,1432,12858.0,0.815,6485.858400155669,64.0,0.689,0.1,0,1,0.8059111416442505
Existing Customer,70.60930562878188,M,3,Post-Graduate,Married,$60K - $80K,Blue,39,3,5,2,,2517,1438.0,0.484,519.7589564284293,9.0,1.083,0.636,0,1,0.9503563455310664
Existing Customer,54.46963536226681,F,4,Unknown_Education,Married,$40K - $60K,Blue,36,3,7,3,,1229,1950.0,0.781,2141.5530877418314,36.0,1.05,0.387,0,0,0.07118537109535926
Existing Customer,67.79425715539479,F,4,Unknown_Education,Married,Less than $40K,Blue,37,6,9,4,444.8837614090999,783,655.3,0.733,1440.9813093852035,23.0,0.795,0.544,0,0,0.0003994580936622139
Existing Customer,61.21866235495786,M,5,Post-Graduate,Single,$40K - $60K,Silver,36,6,6,2,6905.367014610744,1299,14226.0,0.452,1765.195698502586,24.0,0.95,0.084,0,0,0.05753682926449274
Existing Customer,54.07072136303939,F,5,Unknown,Unknown,Less than $40K,Blue,42,2,6,2,1270.871670247921,1584,935.0,0.76,3059.2740058205923,52.0,0.759,0.629,0,0,0.08511893227038231
Existing Customer,59.60403218632344,M,1,Unknown_Education,Married,$80K - $120K,Blue,23,5,5,1,6753.102238153914,1045,13521.0,0.417,1699.1118904726677,43.0,0.791,0.072,0,0,0.02593661237988277
Attrited Customer,35.91171311439951,F,3,Graduate,Single,$40K - $60K,Blue,18,4,7,3,1209.8803492704064,1345,920.0,0.808,1887.832829959392,27.0,0.49,0.594,1,0,0.08341609457210072
Existing Customer,50.95625775701513,F,4,Post-Graduate,Single,Less than $40K,Blue,32,3,5,2,1666.1111955586998,1987,913.0,0.667,2179.768946052455,23.0,0.75,0.685,0,1,0.860770822126928
Attrited Customer,50.8709904984033,M,5,Unknown,Married,$60K - $80K,Silver,38,3,5,2,19521.404545025365,928,32593.0,0.732,1664.1680677501276,29.0,0.535,0.028,1,0,0.22692170447017307
Existing Customer,56.92447995289321,F,3,Unknown,Married,Unknown,Blue,38,4,8,3,5400.930616024345,1063,10411.0,0.686,975.1193213093784,32.0,0.451,0.093,0,0,0.49382755225003805
Existing Customer,49.417906054716525,M,5,Unknown,Married,$80K - $120K,Blue,26,5,5,2,8229.78687515772,766,15267.0,0.682,3812.358304167452,47.0,0.855,0.048,0,0,0.07619659176303405
Existing Customer,61.45283171176549,F,1,Graduate,Single,Less than $40K,Blue,36,4,6,1,1695.66549690472,1904,1691.0,0.891,1457.611180232057,25.0,0.647,0.53,0,0,0.014162606461493326
Attrited Customer,55.61333251635875,F,3,Uneducated,Single,Unknown,Blue,28,4,4,5,8888.990028105014,1778,19868.0,1.071,1248.1554658051286,33.0,0.794,0.082,1,0,0.02149034947569317
Attrited Customer,51.738051482961225,M,1,Unknown_Education,Single,$40K - $60K,Blue,36,3,7,4,2670.458591392013,0,4826.0,0.954,2755.321001253589,26.0,1.0,0.0,1,1,0.8945184720502165
Attrited Customer,44.42148643459642,M,4,Unknown_Education,Unknown,$60K - $80K,Blue,28,3,8,4,7055.668140999515,0,18229.0,0.544,983.0502095775526,17.0,0.625,0.0,1,1,0.8364524700542829
Attrited Customer,71.10650529904092,M,2,Graduate,Divorced,Less than $40K,Blue,36,1,8,2,1918.3914324284056,1229,2213.0,0.81,7157.431024974108,45.0,0.724,0.357,1,0,0.4143219303087233
Existing Customer,71.97672424853272,M,2,Graduate,Married,$120K +,Blue,49,6,7,1,1854.716589501972,984,3714.0,0.373,537.0286966775193,21.0,0.458,0.209,0,1,0.6820058754670008
Existing Customer,67.59963399193171,M,1,Uneducated,Single,$60K - $80K,Blue,54,1,7,1,1308.564238730071,972,2646.0,0.578,1111.4021360268605,37.0,0.465,0.269,0,1,0.9628771585731507
Attrited Customer,52.11076348164291,M,4,Post-Graduate,Married,$40K - $60K,Silver,36,3,6,2,8748.204669262504,817,15451.0,0.64,3939.49364515856,57.0,0.69,0.05,1,0,0.037383511020593965
Existing Customer,53.52514405934595,F,3,Uneducated,Single,,Blue,28,3,7,3,1251.3688272629731,1935,755.0,0.593,1531.6963200297396,39.0,0.653,0.719,0,0,0.04776723103872237
Attrited Customer,52.68495516019968,F,3,High School,Single,Less than $40K,Blue,38,3,9,1,764.8459595566587,663,775.3,0.384,1240.340032263778,36.0,0.622,0.461,1,0,0.3447176504913106
Existing Customer,63.402366400274346,M,5,Unknown_Education,Married,$80K - $120K,Silver,30,3,8,2,15109.83996228086,1768,32748.0,0.767,4025.055762380052,74.0,0.722,0.051,0,0,0.0004361998643221366
Existing Customer,79.10151725722814,F,4,Doctorate,Married,Unknown,Blue,47,4,9,3,2211.746440867121,1814,5531.0,0.472,291.46015624071066,13.0,0.25,0.247,0,1,0.9409343025763578
Existing Customer,46.29678275688555,F,4,College,Married,$40K - $60K,Blue,24,5,7,2,866.2126790042556,1818,788.0,0.703,967.3807956189836,27.0,1.174,0.698,0,0,0.02484868207855212
Attrited Customer,54.86680434885143,F,1,Uneducated,Married,,Blue,47,6,6,3,676.9379610775615,1338,813.0,0.926,1224.939018414724,27.0,1.0,0.622,1,0,0.0032524019020020245
Existing Customer,53.96944988870033,F,2,Unknown_Education,Married,,Blue,36,4,6,2,,1178,3921.0,0.912,1163.811849871038,44.0,0.864,0.231,0,0,0.006043358419553273
Existing Customer,48.784944547616085,F,2,Uneducated,Married,$40K - $60K,Blue,29,1,6,2,569.3677836928763,0,1622.0,0.709,1541.5199841325632,40.0,0.634,0.0,0,1,0.5383577705741993
Existing Customer,65.00803908052693,M,1,Uneducated,Married,$120K +,Blue,45,5,6,3,2846.8705702223724,1286,8057.0,0.712,605.2748866975454,16.0,0.722,0.138,0,1,0.9433009217970315
Existing Customer,76.17852510827213,M,2,Graduate,Single,,Blue,42,3,5,2,6354.100721283171,1380,15347.0,0.605,935.0123753939072,43.0,0.622,0.083,0,0,0.3474953011156963
Attrited Customer,67.33415965197389,M,4,Unknown,Married,$60K - $80K,Blue,36,6,5,1,6891.172203224266,1577,9921.0,0.756,1178.373708241556,26.0,0.489,0.137,1,0,0.022318005338122494
Existing Customer,61.55179738381746,M,3,Unknown,Married,$120K +,Blue,32,6,7,2,7313.237810453591,1759,10966.0,1.056,1351.3705383264028,34.0,0.812,0.138,0,0,0.00356798798719108
Existing Customer,82.3999979865784,F,0,Uneducated,Single,Less than $40K,Blue,54,6,11,2,3241.0235689282085,1758,5941.0,0.641,1104.89819988227,32.0,0.771,0.228,0,0,0.017468340292156957
Existing Customer,63.33694119119454,F,3,Graduate,Unknown,Less than $40K,Blue,36,1,4,3,2528.556939698635,1022,3828.0,0.603,1579.557272143575,42.0,0.686,0.211,0,1,0.9419494821772812
Existing Customer,58.04489077171964,M,1,Unknown_Education,Married,$80K - $120K,Blue,37,6,6,3,5827.071360237071,1667,10055.0,0.566,494.7188211049333,13.0,0.25,0.142,0,1,0.8954884301145297
Existing Customer,49.008702835769874,F,3,High School,Single,Less than $40K,Blue,36,2,5,3,2880.464884844351,2517,3701.0,0.716,1760.4529766977787,45.0,0.68,0.405,0,1,0.9518368401077026
Existing Customer,67.59300503593641,F,3,Unknown_Education,Married,Less than $40K,Blue,44,5,10,3,747.1125833572445,2312,109.0,0.674,2066.98590273558,36.0,0.605,0.955,0,0,0.19116996170660508
Existing Customer,46.35386367431359,M,3,Unknown,Single,$40K - $60K,Blue,36,3,11,2,1815.142315301009,1407,3747.0,0.666,574.3587644506836,17.0,0.778,0.273,0,1,0.8292756736135853
Existing Customer,42.95428184855186,F,0,High School,Single,$40K - $60K,Blue,36,6,9,4,2404.8658590282416,0,4152.0,0.804,771.0576547794633,24.0,0.312,0.0,0,1,0.9910825551448561
Attrited Customer,46.62845870452893,F,1,High School,Married,,Blue,36,5,9,2,1086.0189194179598,2430,275.0,0.698,993.772192229384,14.0,0.433,0.898,1,1,0.6556871143837059
Attrited Customer,57.75211386738611,F,1,Unknown_Education,Married,$40K - $60K,Blue,36,5,6,1,1056.5461447582172,1527,1194.0,0.743,1040.1860681973203,52.0,0.725,0.561,1,0,0.01126644807008153
Existing Customer,68.42026259088483,M,1,High School,Single,$80K - $120K,Blue,45,6,7,3,6900.336408500133,1864,11423.0,0.603,1739.759392754121,30.0,0.705,0.14,0,0,0.10323296379509088
Existing Customer,59.284930591438965,F,2,Graduate,Married,,Blue,38,3,5,1,,1003,986.0,0.677,2411.348891960907,40.0,0.75,0.504,0,1,0.7284109403640401
Attrited Customer,60.42509341080252,F,2,Graduate,Single,Less than $40K,Blue,32,3,6,3,1123.7324794910955,1879,1152.0,0.788,447.74994271652673,7.0,1.5,0.62,1,1,0.884023867474421
Existing Customer,74.12784494213066,F,1,Unknown,Single,Less than $40K,Blue,55,6,7,1,2782.5122579981235,2517,2767.0,0.674,2065.6907505708564,30.0,0.537,0.476,0,1,0.9451844354007355
Existing Customer,62.55631125298446,M,3,Uneducated,Married,Less than $40K,Blue,38,4,8,1,4540.171454244962,1559,6399.0,0.726,1808.239395374404,25.0,0.714,0.196,0,0,0.012263770640557295
Existing Customer,61.30010982655276,F,2,Uneducated,Married,Less than $40K,Blue,34,3,7,1,959.87761147902,0,2296.0,0.749,1759.0595045061702,36.0,0.74,0.0,0,0,0.4598119922105235
Attrited Customer,54.36179006136062,F,2,Graduate,Single,$40K - $60K,Blue,28,3,4,1,3723.347534148662,2517,4576.0,0.745,3351.255128316009,71.0,0.846,0.355,1,0,0.00367895811522972
Existing Customer,47.38769213646019,F,3,Unknown_Education,Single,Unknown,Blue,29,3,7,4,963.1851237921536,1347,270.0,0.73,1160.8888092852346,32.0,0.719,0.833,0,0,0.19920147874265381
Existing Customer,64.86974853404759,F,0,Doctorate,Single,Less than $40K,Blue,38,2,5,2,2029.198042811268,2517,1615.0,0.786,3226.9055728843973,73.0,0.697,0.609,0,0,0.003773612593296139
Attrited Customer,56.44054435156685,F,1,Uneducated,Unknown,Less than $40K,Silver,36,4,6,2,4793.799085706383,2090,9798.0,0.7,460.63193075926944,11.0,0.765,0.176,1,1,0.8069920622381905
Attrited Customer,81.11704236120795,M,0,Unknown_Education,Single,Less than $40K,Blue,54,5,7,0,3043.83587166032,2224,4874.0,0.864,887.3320383471998,24.0,0.788,0.313,1,0,0.07892642796129715
Existing Customer,67.31610989167535,F,3,Unknown_Education,Married,$40K - $60K,Blue,36,6,5,3,1659.4541094905007,2379,557.0,0.694,384.94342555419473,22.0,0.676,0.81,0,1,0.9723052937770019
Attrited Customer,59.00273022691318,M,4,Unknown,Married,$80K - $120K,Blue,45,2,5,3,10441.11070362995,1466,33050.0,0.693,2873.2499647946934,31.0,0.611,0.042,1,1,0.994380054109924
Attrited Customer,43.26564993495694,F,3,Graduate,Single,Unknown,Blue,23,5,5,0,1055.3961814978186,0,2591.0,0.61,1124.090853518019,26.0,0.763,0.0,1,0,0.193449823634714
Attrited Customer,52.4216567418314,M,2,Graduate,Single,$60K - $80K,Blue,36,1,5,2,,0,3401.0,0.898,166.22438818065623,7.0,1.0,0.0,1,1,0.9985930063283698
Existing Customer,69.05931752746262,M,2,Doctorate,Single,$60K - $80K,Blue,43,2,7,1,4249.810367781155,0,8086.0,0.792,1931.339824088428,38.0,0.66,0.0,0,1,0.9706726590732223
Attrited Customer,36.74464337653907,F,2,High School,Married,Less than $40K,Blue,21,5,10,3,846.9819959021544,1188,969.0,0.847,770.1375219582686,32.0,0.639,0.551,1,1,0.8599666841898553
Attrited Customer,60.62351989618795,M,5,Unknown_Education,Married,,Blue,44,2,7,4,2097.449099723721,0,3893.0,0.662,910.615627284894,13.0,0.947,0.0,1,1,0.9938326331389552
Attrited Customer,47.59989745897626,M,2,College,Married,Less than $40K,Blue,19,3,9,2,2842.604711221596,961,7887.0,0.884,5912.23803552198,63.0,0.671,0.109,1,0,0.2894020351165785
Existing Customer,63.469924150433584,M,3,Unknown_Education,Married,,Blue,36,2,9,3,640.4031436906217,1273,317.0,0.64,2988.211252270482,48.0,0.818,0.801,0,0,0.4417934889111095
Attrited Customer,52.35197202893522,M,1,Unknown,Single,$80K - $120K,Silver,28,3,7,3,20116.20354580873,2017,32499.0,0.93,2136.088466596735,49.0,0.731,0.058,1,0,0.08743137676053091
Existing Customer,54.889809114760055,F,1,Unknown_Education,Single,,Blue,35,4,7,2,1001.9800695014108,1379,1032.0,0.869,1485.5034782023413,44.0,0.717,0.572,0,0,0.008839600911777303
Attrited Customer,61.02053618732533,F,3,College,Single,Unknown,Blue,40,2,6,3,1271.5995575759446,0,3269.0,0.797,1932.160610188648,48.0,0.771,0.0,1,1,0.9836851085054786
Existing Customer,59.6533323722196,M,3,High School,Divorced,$60K - $80K,Blue,40,4,4,2,,0,17576.0,0.667,1554.3053767341855,34.0,0.718,0.0,0,0,0.2841758783918993
Existing Customer,71.44982357739244,F,3,Graduate,Single,Less than $40K,Blue,34,5,8,1,1423.211724885782,2147,849.0,0.503,983.5439776024572,25.0,0.737,0.717,0,0,0.02744677106357415
Existing Customer,76.04615544112093,F,2,Unknown,Single,Less than $40K,Blue,46,3,6,3,2098.622862825942,641,3529.0,0.815,1569.268159189606,26.0,0.595,0.154,0,1,0.7417597897090978
Attrited Customer,69.79541825937392,M,2,Unknown_Education,Single,$120K +,Blue,44,5,8,4,12080.532309639728,219,34297.0,0.482,587.3275536433736,29.0,0.714,0.006,1,1,0.9969746133619553
Attrited Customer,73.56528684019382,M,2,Graduate,Single,$80K - $120K,Blue,31,5,9,2,451.8013277301476,327,1111.3,0.528,890.0646227214569,18.0,0.481,0.227,1,1,0.9680315513752047
Existing Customer,55.24064211929341,F,2,College,Married,$40K - $60K,Blue,36,6,8,3,3582.300049846191,0,6602.0,0.743,1126.8613268599877,27.0,0.822,0.0,0,0,0.18169022610925492
Attrited Customer,65.31710785921369,F,2,High School,Single,Less than $40K,Blue,36,4,7,1,1446.1402462076965,2517,456.0,0.588,1980.5640877338533,44.0,0.453,0.847,1,1,0.9469238627008951
Existing Customer,57.11482791855788,M,2,Uneducated,Married,$80K - $120K,Blue,38,6,7,2,17808.68124087332,2165,32351.0,0.837,657.8990278269789,10.0,0.524,0.063,0,1,0.9515339521383869
Attrited Customer,59.772870764960814,M,3,Graduate,Married,$80K - $120K,Blue,40,4,7,3,1487.1915160902895,193,4383.0,0.85,1528.606515650584,23.0,0.742,0.042,1,0,0.4888377940366944
Existing Customer,64.56690329883791,F,2,Unknown,Single,Less than $40K,Blue,36,4,7,2,5320.395727274362,2390,7115.0,0.727,1781.2358829716068,35.0,0.619,0.251,0,0,0.36634784334516224
Existing Customer,59.52752893886124,F,1,Graduate,Married,$40K - $60K,Blue,47,6,5,2,1222.002791476197,0,2799.0,0.689,858.7366992630097,51.0,0.571,0.0,0,1,0.9970615978904418
Attrited Customer,71.2391518428424,F,3,High School,Single,Less than $40K,Silver,39,1,3,4,7153.251642872626,1962,11130.0,0.686,349.22393942661785,12.0,0.25,0.15,1,1,0.9994619617884135
Existing Customer,43.15901098707465,M,5,High School,Married,$60K - $80K,Blue,36,2,8,3,1485.643253881498,1525,1750.0,0.749,6400.1785617998285,65.0,0.697,0.466,0,0,0.03562204775363708
